Segmented Element,POS
mol,FW
/,FW
L,FW
 ,FW
醋酸,Na
，,COMMACATEGORY
O/A,FW
=,FW
10,Neu
),PARENTHESISCATEGORY
..........................................,ETCCATEGORY
93,Neu
 ,FW
 ,FW
 ,FW
圖,Na
 ,FW
6.1,Neu
-,DASHCATEGORY
7,Neu
 ,FW
以,P
水,Na
自,P
磷酸,Na
三丁酯,Na
(,PARENTHESISCATEGORY
TBP,FW
),PARENTHESISCATEGORY
脫除,VC
硝酸,Na
的,DE
等,Cab
溫脫除線,Na
及,Caa
其麥,ORG
－,FW
泰 ,ORG
(,PARENTHESISCATEGORY
McCabe-Thielie,FW
),PARENTHESISCATEGORY
作,Na
圖法,Na
分析,Na
...............................................................,ETCCATEGORY
.,Nes
93,Neu
      V  ,ORG
圖,Na
 ,FW
6.1,Neu
-,DASHCATEGORY
8,Neu
 ,FW
廢混,Na
酸經,Na
離醋酸,Na
及,Caa
硝酸,Na
後,Ng
之,DE
廢氫,Na
氟酸,Na
，,COMMACATEGORY
以,P
磷酸,Na
三丁酯,Na
(,PARENTHESISCATEGORY
TBP,FW
),PARENTHESISCATEGORY
為,VG
 ,FW
萃取劑,Na
的,DE
等溫,Na
萃取線,Na
及,Caa
麥,Nb
－,FW
泰,Nb
(,PARENTHESISCATEGORY
McCabe-Thielie,FW
),PARENTHESISCATEGORY
分析,VC
........................,ETCCATEGORY
94,Neu
 ,FW
 ,FW
 ,FW
圖,Na
 ,FW
6.1,Neu
-,DASHCATEGORY
9,Neu
 ,FW
以,P
水,Na
自,P
磷酸,Na
三丁酯,Na
(,PARENTHESISCATEGORY
TBP,FW
),PARENTHESISCATEGORY
脫除,VC
氫氟酸,Na
的,DE
等溫,Na
脫除,VC
線,Na
及,Caa
其麥,Nc
－,FW
泰 ,ORG
(,PARENTHESISCATEGORY
McCabe-Thielie,FW
),PARENTHESISCATEGORY
作,VC
圖法,Na
分析,VC
................................................................,ETCCATEGORY
94,Neu
圖,Na
 ,FW
6.2,Neu
-,DASHCATEGORY
1,Neu
 ,FW
D,FW
 廠,Nc
廢溶劑,Na
資源,Na
化,VG
處理,VC
流程,Na
 ,FW
.................................................................,ETCCATEGORY
96,Neu
   圖,ORG
 ,FW
6.2,Neu
-,DASHCATEGORY
2,Neu
 ,FW
D,FW
 廠,Nc
廢異,Na
丙醇,Na
資源,Na
化,VG
處理,VC
流程,Na
 ,Ncd
............................................................,ETCCATEGORY
.,Nes
97,Neu
   ,ORG
圖,Na
 ,FW
6.2,Neu
-,DASHCATEGORY
3,Neu
 ,FW
E,FW
 廠,Nc
廢溶劑,Na
資源,Na
化,VG
處理,Na
程,P
..................................................................,ETCCATEGORY
99,Neu
 ,FW
 ,FW
 ,FW
圖,Na
 ,FW
6.3,Neu
-,DASHCATEGORY
1,Neu
 ,FW
晶圓,Na
切割,VC
方式,Na
比較,Dfa
圖,Na
...........................................................................,ETCCATEGORY
102,Neu
 ,FW
 ,FW
 ,FW
圖,Na
 ,FW
6,Neu
.3,Neu
-,DASHCATEGORY
2,Neu
 線,Na
切割機,Na
之,DE
切削劑,Na
回收,VC
系統,Na
..........,ETCCATEGORY
....................................................,ETCCATEGORY
104,Neu
 ,FW
 ,FW
 ,FW
圖,Na
 ,FW
6.3,Neu
-,DASHCATEGORY
3,Neu
 ,FW
遠心,Na
分,VC
離機,Na
結構圖,Na
...............................................................................,ETCCATEGORY
104,Neu
 ,FW
 ,FW
 ,FW
圖,Na
 ,FW
7.1,Neu
-,DASHCATEGORY
1,Neu
 ,FW
資源,Na
化,VG
系統,Na
規劃,Na
評估,Nv
實驗,Na
流程,Na
....................,ETCCATEGORY
......................................,ETCCATEGORY
106,Neu
 ,FW
 ,FW
 ,FW
圖,Na
 ,FW
7.2,Neu
-,DASHCATEGORY
1,Neu
 ,FW
資源,Na
化,VG
設備,Na
評估,Nv
流程,Na
...........................................................................,ETCCATEGORY
109,Neu
            VI,ORG
 ,FW
 表,Na
 目,Nb
 錄   ,ORG
 表,Na
 ,FW
3.2,Neu
-,DASHCATEGORY
1,Neu
 ,FW
矽晶,Na
圓片,Na
製造業,Na
廢棄物,Na
產出,VC
情形,Na
及,Caa
清理,Nv
現況,Na
........,ETCCATEGORY
............................,ETCCATEGORY
18,Neu
 ,FW
 ,FW
 表,Na
 ,FW
3.2,Neu
-,DASHCATEGORY
2,Neu
 ,FW
收受,VJ
矽晶圓片,Na
製造業,Na
廢棄物,Na
機構,Nc
名單,Na
.................................................,ETCCATEGORY
20,Neu
 ,Na
 ,Na
 表,Na
 ,Ncd
4.1,Neu
-,DASHCATEGORY
1,Neu
 ,FW
單位,A
矽,VH
晶圓,Na
拋,VC
光片,Na
所,D
消耗,VC
之,DE
原物,Na
料數,Na
量,Na
.,PERIODCATEGORY
...........................................,ETCCATEGORY
.,Nes
27,Neu
 ,FW
 ,FW
 表,Na
 ,Ncd
4.1,Neu
-,DASHCATEGORY
2,Neu
 ,FW
單位,A
矽晶圓,Na
拋,VC
片,Na
之,DE
污染,Nv
負荷,Na
.............................................................,ETCCATEGORY
28,Neu
 ,FW
 ,FW
 表,Na
 ,Ncd
4.1,Neu
-,DASHCATEGORY
3,Neu
 矽,Na
晶圓,Na
製造,VC
工廠,Nc
環境,Na
特性,Na
分析,Nv
結果,Na
彙整,VC
表,Na
.........................................,ETCCATEGORY
30,Neu
 ,Na
 ,FW
 表,Na
 ,Ncd
4.1,Neu
-,DASHCATEGORY
4,Neu
 矽,Na
晶圓,Na
製造,VC
工廠,Nc
生命,Na
週期,Na
分析,Na
的,DE
環境,Na
特性,Na
與,Caa
廠,Nc
內,Ncd
數據,Na
之,DE
比較,Dfa
.........,ETCCATEGORY
30,Neu
  ,Na
 表,Na
 ,Ncd
4.2,Neu
-,DASHCATEGORY
1,Neu
晶圓片,Na
的,DE
酸,Na
蝕刻,
製程,Na
與,Caa
鹼,Na
蝕刻,
製程,Na
的,DE
比較,Dfa
.....................................,ETCCATEGORY
34,Neu
 ,FW
 ,FW
 表,Na
 ,FW
4.2,Neu
-,DASHCATEGORY
2,Neu
 ,FW
SEMI,FW
 ,FW
標準,Na
的,DE
超高,VH
純度化學,Na
試劑,Na
的,DE
技術,Na
指標,Na
 ,FW
......................................,ETCCATEGORY
43,Neu
 ,Na
 ,Na
 表,Na
 ,Ncd
4.2,Neu
-,DASHCATEGORY
3,Neu
 ,Ncd
各,Nes
種,Nf
常用,A
瓶裝,Na
氣體,Na
的,DE
顏色,Na
標識,Na
..............................................,ETCCATEGORY
..............,ETCCATEGORY
44,Neu
 ,FW
 ,FW
 表,Na
 ,FW
5.3,Neu
-,DASHCATEGORY
1,Neu
 ,FW
常見,Na
之,DE
有機,A
溶劑,Na
 ,FW
....................................................................................,ETCCATEGORY
.,Nes
56,Neu
 ,Na
 ,Na
 表,Na
 ,Ncd
5.3,Neu
-,DASHCATEGORY
2,Neu
 ,FW
氣態,Na
廢溶劑,Na
回收,VC
技術,Na
之,DE
優缺點,Na
比較,Dfa
....................................................,ETCCATEGORY
59,Neu
 ,FW
 ,FW
 表,Na
 ,FW
5.3,Neu
-,DASHCATEGORY
3,Neu
 ,FW
可,D
由,P
滲透,VC
蒸發,VC
技術,Na
分離,Na
或,Caa
純化,A
之,DE
產物,Na
.................................................,ETCCATEGORY
67,Neu
 ,FW
 ,FW
 表,Na
 ,FW
5.3,Neu
-,DASHCATEGORY
4,Neu
 ,FW
水,Na
泥窯,Na
使用,VC
廢溶劑,Na
作為,Na
輔助,VC
燃料,Na
認定,VC
原則,Na
.,Na
........................................,ETCCATEGORY
70,Neu
 ,FW
 ,FW
 表,Na
 ,Ncd
5.3,Neu
-,DASHCATEGORY
5,Neu
 ,FW
半導體,Na
製造業,Na
及,Caa
光電,Na
材料,Na
及,Caa
元件,Na
製造業,Na
之,DE
混合,Nv
廢溶劑,Na
再,D
利用,VC
規定,Na
.,PERIODCATEGORY
71,Neu
 ,FW
 ,FW
 表,Na
 ,FW
6,Neu
1,Neu
-,DASHCATEGORY
1,Neu
 ,FW
化學,Na
蝕刻,
之,DE
廢混酸,Na
組成,VG
.........................................................................,ETCCATEGORY
89,Neu
   表,PER
 ,FW
6.2,Neu
-,DASHCATEGORY
1,Neu
 異丙醇,PER
之,DE
工業,Na
規格,Na
.................................................................................,ETCCATEGORY
98,Neu
      -,PER
-,DASHCATEGORY
 ,FW
 ,FW
第一,Neu
章,Na
 ,FW
前言,Na
 ,FW
 ,FW
 ,FW
1.1,Neu
 ,FW
緣,Na
起,Ng
   ,PER
近,Ng
年,Nf
來,VE
，,COMMACATEGORY
在,P
政府,Na
與,Caa
民間,Nc
共同,A
努力,Na
之下,Ng
，,COMMACATEGORY
促進,VK
了,VC
國內,Nc
工業,Na
持續,VL
成長,VH
，,COMMACATEGORY
為,P
國家,Na
經,P
 濟,Na
發展,Na
及,Caa
國民,Na
生活,Na
水準,Na
提昇,VC
帶,VC
來,VC
不,D
可,D
忽視,VJ
的,DE
改善,Nv
。,PERIODCATEGORY
然而,Cbb
隨著,P
經濟,Na
之,DE
成長,VH
，,COMMACATEGORY
產業,Na
在,P
 ,FW
工業,Na
污染,Nv
防治,Nv
及,Caa
廢,VH
棄物,Na
處理,VA
之,DE
觀念,Na
上,Ncd
雖,Cbb
已,D
提升,VC
，,SHI
但,Cbb
在,P
技術,Na
上,Ng
尚未,D
能,D
伴隨,VC
工業,Na
之,DE
發 展,Na
而,Cbb
進步,VA
，,SHI
以致,Cbb
工業,Na
發展,Na
與,Caa
環境,Na
保護,VC
兩,VC
者,Na
之間,Ng
時,Ng
有,V_2
衝突,Na
。,PERIODCATEGORY
因此,Cbb
如何,D
促使,VL
兩者,Na
兼,VG
 ,Na
顧,VE
，,COMMACATEGORY
讓,VL
產業,Na
在,P
持續,VL
發展,VC
的,DE
同時,Nd
，,COMMACATEGORY
亦,D
能,D
落實,VH
污染,Nv
防治,Nv
工作,Na
，,COMMACATEGORY
得以,D
永續,VH
經營,VC
成長,VH
，,COMMACATEGORY
實,D
 ,D
為,P
政府,Na
與,Caa
業界,Nc
共同,A
亟待,VK
解決,VC
之,DE
課題,Na
。,PERIODCATEGORY
   ,PER
在,P
過去,Nd
二十,Neu
年,Nf
的,DE
發展,Nv
過程,Na
中,Ng
，,COMMACATEGORY
台灣,LOC
產業,Na
型態,Na
由,P
傳統,Na
勞力,Na
密集,Nv
產業,Na
轉型為,VG
知 識,Na
、,PAUSECATEGORY
資本,Na
與,Caa
技術,Na
密集,VH
之,DE
高,VH
科技,Na
產業,Na
，,SHI
隨著,P
電子,Na
資訊,Na
的,DE
創新,Nv
與,Caa
活耀,Na
，,SHI
使得,VL
科技,Na
產業,Na
 ,Ncd
成長,Na
更加,VC
快速,VH
。,PERIODCATEGORY
我國,Nc
半導體,Na
產業,Na
之,DE
專業,VH
分工體系,Na
結構,Na
非常,Dfa
完整,VH
，,COMMACATEGORY
計有,VJ
 ,FW
140,Neu
 ,FW
家,Nc
的,DE
 IC 設計公司,ORG
、,PAUSECATEGORY
10,Neu
 家,Nb
晶圓,Na
材料,Na
業者,Na
、,PAUSECATEGORY
4,Neu
 家光罩公司,ORG
、,PAUSECATEGORY
16,Neu
 家,Nc
晶圓,Na
製造,VC
公司,Nc
、,PAUSECATEGORY
48,Neu
 家,Nc
封裝,Na
 ,FW
公司,Nc
、,PAUSECATEGORY
37,Neu
 家,Nc
測試,Na
業者,Na
以及,Caa
 ,FW
13,Neu
 家,Nc
導線架,Na
生產,Nv
廠商,Na
等,Cab
，,SHI
擁有,VJ
專業,Na
與,Caa
效率,Na
的,DE
優勢,Na
，,SHI
以,P
 ,FW
及,Caa
全球,Nc
的,DE
競爭力,Na
。,PERIODCATEGORY
我國,Nc
是,SHI
全球,Nc
晶圓,Na
代工,VA
的,DE
龍頭,Na
，,COMMACATEGORY
以,P
進口,VC
之,DE
矽晶圓,Na
材料,Na
進行,VA
 ,FW
8,Neu
 ,FW
吋,Nf
與,Caa
 ,FW
12 ,Neu
吋,Nf
矽晶圓,Na
長晶,Na
、,PAUSECATEGORY
切割,VC
、,PAUSECATEGORY
拋光,VA
至,Caa
磊晶,Na
等,Cab
一貫,A
作業,Na
，,COMMACATEGORY
然,Cbb
各,Nes
項,Nf
製程,Na
技術,Na
仍,D
多,D
掌握,VC
在,P
日,Nc
、,PAUSECATEGORY
 美,Nb
少數,Na
領先廠,Nc
商手,Na
中,Ng
。,PERIODCATEGORY
有鑒於,Cbb
此,Nep
，,COMMACATEGORY
國內,Nc
學術,Na
與,Caa
研究,Nv
單位,Na
自,P
 ,FW
1998,Neu
 年,Nd
以,P
來,VE
，,COMMACATEGORY
在,P
科專,Na
 ,FW
計畫,Na
支持,VC
下,Ng
將,D
硬脆,D
材料,Na
延性,VH
加工,Nv
技術,Na
運用,VC
於,P
再生,VH
晶圓,Na
與,Caa
各,Nes
式,Nf
氧化物,
晶圓,Na
上,Ng
，,COMMACATEGORY
開發,VC
 出,VC
各,Nes
式,Nf
單晶,Na
晶圓,Na
產品,Na
，,COMMACATEGORY
如,P
：,COLONCATEGORY
半導體,Na
矽,Na
晶圓,Na
、,PAUSECATEGORY
無線,A
通訊,Na
藍,FW
寶石,Na
晶圓,Na
、,PAUSECATEGORY
光電,Na
產業,Na
之,DE
氧,Na
 ,FW
化物,Na
晶圓,Na
、,PAUSECATEGORY
微機電,Na
系統,Na
與,Caa
生物,Na
科技,Na
等,Cab
達,VJ
十餘,Neu
種,Nf
；,PERIODCATEGORY
轉移給,VD
國內,Nc
半導體,Na
業者,Na
，,COMMACATEGORY
使,VL
國內,Nc
 ,FW
業者,Na
具有,VJ
高,VH
精度,Na
、,PAUSECATEGORY
高,VH
品質,Na
、,PAUSECATEGORY
高,VH
效率,Na
、,PAUSECATEGORY
低,VH
成本,Na
優勢,Na
，,SHI
打破,VC
以前,Nd
完全,D
仰賴,VJ
國外,Nc
進口,Nv
的,DE
 ,FW
現象,Na
。,PERIODCATEGORY
高科技,Na
產業,Na
之,DE
迅速,VH
發展,Nv
，,COMMACATEGORY
產生,VHC
之,DE
環境,Na
污染,Nv
特性,Na
與,Caa
傳統業,Na
不同,VH
，,COMMACATEGORY
雖然,Cbb
矽晶圓,Na
製,VC
 造,Na
業者,Na
對於,P
環境,Na
保護,VC
之,DE
投資,Na
相當,Dfa
高,VH
，,COMMACATEGORY
但,Cbb
無可,D
諱言,VE
的,DE
仍,D
有,V_2
許多,Neqa
未,D
臻,VJ
完善,VH
之,DE
處,Na
。,PERIODCATEGORY
例,D
如,P
 ,Na
所,D
產生,VHC
之,DE
各,Nes
種,Nf
廢棄物,Na
，,COMMACATEGORY
雖,Cbb
仍,D
可,D
採用,VC
傳統,VH
之,DE
掩埋,Nv
、,PAUSECATEGORY
焚化,VC
或,Caa
固化,VHC
等,Cab
方式,Na
處置,Nv
，,COMMACATEGORY
但,Cbb
對於,P
 ,FW
其中,Nep
仍,D
有,V_2
資源,Na
化,VC
潛力,Na
之,DE
廢棄物,Na
，,COMMACATEGORY
不予,VH
回收,VC
即,D
予,D
處置,VC
，,COMMACATEGORY
殊為,Dfa
可惜,VH
，,COMMACATEGORY
因此,Cbb
本,Nes
年,Nf
度,Na
在,P
經,P
 濟部,ORG
工業局,Nc
「,PARENTHESISCATEGORY
工業,Na
廢棄物,Na
清除,VC
處理,Nv
與,Caa
資源,Na
化,VG
輔導,Nv
計畫,Na
」,PARENTHESISCATEGORY
之,DE
政策,Na
指導,Nv
下,Ng
，,SHI
針對,P
矽晶,Na
 圓,Na
製造業,Na
進行,VA
廢棄物,Na
資源,Na
化,VH
技術,Na
手冊,Na
之,DE
編寫,VC
工作,Na
，,SHI
希望,VK
能,D
提昇,VC
業界,Na
對,P
廢棄物,Na
資源,Na
 化,VC
專業,VH
技術,Na
之,DE
認知,Nv
，,COMMACATEGORY
進而,Cbb
增進,VC
產業,Na
整體,Na
之,DE
環境,Na
績效,Na
，,COMMACATEGORY
達到,VJ
經濟,Na
與,Caa
環保,Na
相輔相成,VH
之,DE
 ,Na
目的,Na
，,COMMACATEGORY
讓,VL
台灣,LOC
未,D
來,D
能,D
發展,VC
成為,VG
真正,A
的,DE
「,PARENTHESISCATEGORY
綠色,Na
矽島,Nc
」,PARENTHESISCATEGORY
。,PERIODCATEGORY
 ,FW
  ,Nb
經濟部工業局,ORG
基於,P
維護,VC
產業,Na
及,Caa
環境,Na
保護,VC
之,DE
平衡,Nv
發展,Nv
，,COMMACATEGORY
針對,P
矽,Na
晶圓,Na
製造業,Na
進行,VC
 ,FW
廢棄物,Na
資源,Na
化,VH
技術,Na
手冊,Na
編撰,VC
工作,Na
，,COMMACATEGORY
希望,VK
能,D
提升,VC
矽,Na
晶圓,Na
製造,VC
業者,Na
對,P
清潔,VH
生產,Nv
與,Caa
廢棄,Nv
 物,Na
資源,Na
化,VH
專業,VH
技術,Na
之,DE
認知,Nv
，,SHI
並,D
提高,VC
廢棄物,Na
回收,VC
再,D
利用,VC
意願,Na
，,SHI
進而,Cbb
增進,VC
產業,Na
整體,Na
之,DE
 ,Na
 ,Na
 ,Na
 ,Na
 ,Na
-,DASHCATEGORY
 ,FW
2,Neu
 ,Na
-,DASHCATEGORY
 ,Na
 ,Na
環境,Na
績效,Na
。,PERIODCATEGORY
1.2,Neu
 ,FW
技術,Na
手冊,Na
內容,Na
說明,Nb
   本,PER
手冊,Na
將,D
針對,P
國內外,Nc
矽,Na
晶圓,Na
製造業,Na
製程,Na
廢棄物,Na
資源,Na
化,VC
技術,Na
及,Caa
案例,Na
進行,VA
彙集,VC
，,COMMACATEGORY
 ,FW
並,Cbb
進一步,D
推廣,VC
資源,Na
化,VC
技術,Na
，,COMMACATEGORY
邁向,VCL
永續,VH
發展,VC
路程,Na
。,PERIODCATEGORY
內容,Na
共,Da
分,VC
七,Neu
章,Na
，,COMMACATEGORY
概要,Na
說明,Nb
如下,Dk
：,FW
 ,FW
 ,FW
 ,FW
第一,Neu
章,Na
：,FW
說明,Nb
本,Nes
手冊,Na
編撰,VC
緣由,Na
，,SHI
以及,Caa
手冊,Na
中,Ng
涉及,Cbb
矽晶圓,Na
製造業,Na
範圍,Na
及,Caa
各,Nes
章節,Na
 ,FW
內容,Na
。,PERIODCATEGORY
 ,FW
 ,FW
 ,FW
第二,Neu
章,Na
：,FW
介紹,VE
矽,Na
晶圓,Na
製造業,Na
範圍,Na
及,Caa
其,Nep
分類,Na
，,COMMACATEGORY
以及,Caa
該,Nes
產業,Na
發展,Nv
現況,Na
，,COMMACATEGORY
並,Cbb
針對,P
其,Nep
 ,Na
製程,Na
進行,VA
詳述,VA
。,PERIODCATEGORY
第三章,Na
：,COLONCATEGORY
針對,P
矽晶圓,Na
製造業,Na
製程,Na
之,DE
廢棄物,Na
來源,Na
、,PAUSECATEGORY
特性,Na
、,PAUSECATEGORY
產生,Nv
量,Na
，,COMMACATEGORY
以及,Caa
廢棄物,Na
 ,FW
之,DE
清理,Na
現況,Na
進行,VA
介紹,Na
。,PERIODCATEGORY
 ,FW
 ,FW
 ,FW
第四,Neu
章,Na
：,COLONCATEGORY
以,P
廠,Na
內,Ncd
管理,VA
及,Caa
環境,Na
化,VG
設計,Na
觀點,Na
，,COMMACATEGORY
敘述,VE
該,Nes
產業,Na
於,P
產品,Na
設計,Na
及,Caa
生產,Nv
活動,Na
 ,FW
過程,Na
之,DE
污染,Nv
預防,Nv
策略,Na
。,PERIODCATEGORY
 ,FW
 ,FW
 ,FW
第五,Neu
章,Na
：,FW
針對,P
適用,VJ
於,P
該,Nes
產業,Na
之,DE
國內,Nc
外,Ncd
較,D
成熟,VH
且,Caa
較,Dfa
具,VJ
效益,VH
之,DE
資源,Na
化,VC
技術,Na
進行,VA
探 ,Na
討,VC
說明,Na
。,PERIODCATEGORY
 ,FW
 ,FW
 ,FW
第,Neu
六章,Na
：,FW
彙集,VC
實際,VH
執行,VA
之,DE
各,Nes
項,Nf
廢棄物,Na
資源,Na
化案,Na
例,Na
，,COMMACATEGORY
提供,VD
各,Nes
資源,Na
化,VC
技術,Na
運作,Nv
情 形,Na
，,COMMACATEGORY
以,P
達,VJ
推廣,VC
執行,Nv
資源,Na
化,VH
工作,Na
之,DE
概念,Na
。,PERIODCATEGORY
第七,Neu
章,Na
：,COLONCATEGORY
提供,VD
資源,Na
化,VG
技術,Na
評估,Nv
流程,Na
、,PAUSECATEGORY
購置,VC
資源,Na
化,VG
設備,Na
之,DE
選用,Nv
程序,Na
及,Caa
成本,Na
分析,Na
 ,FW
之,DE
要項,Na
，,COMMACATEGORY
供,VF
業者,Na
選用,VC
資源,Na
化,VG
技術,Na
與,Caa
設備,Na
之,DE
參考,Na
。,PERIODCATEGORY
 ,FW
 ,FW
 ,FW
 ,FW
 ,FW
 ,FW
-,DASHCATEGORY
 ,FW
3,Neu
 ,FW
-,FW
 ,FW
 ,FW
第二,Neu
章,Na
 ,FW
產業,Na
概況,Na
 ,FW
 ,FW
 ,FW
積體,Na
電路,Na
製造業,Na
是,SHI
我國,Nc
積體,Na
電路,Na
產業,Na
的,DE
火車頭,Na
，,SHI
依據,P
行政院,ORG
主計處,Nc
九十五年,Nd
 ,FW
五月,Nd
公布,VE
的,DE
「,PARENTHESISCATEGORY
中華民國,ORG
行業,Na
標準,Na
分類,Na
」,PARENTHESISCATEGORY
，,SHI
其,Nep
產業,Na
範疇,Na
包括,VL
從事,VJ
晶圓,Na
、,PAUSECATEGORY
光罩,Na
、,PAUSECATEGORY
記憶,Na
 體,Na
以及,Caa
其他,Neqa
積體,Na
電路,Na
。,PERIODCATEGORY
另外,Cbb
，,COMMACATEGORY
相關,VH
上,Ncd
下游,Nc
產業,Na
還,D
包括,VK
：,COLONCATEGORY
二極體,Na
、,PAUSECATEGORY
電晶體,Na
、,PAUSECATEGORY
閘流體,Na
、,PAUSECATEGORY
 ,FW
積體,Na
電路引腳架,Na
、,PAUSECATEGORY
二極體,Na
與,Caa
電晶體,Na
專用,Nv
導線架,Na
製造業,Na
及,Caa
半導體,Na
封裝,Nv
與,Caa
測試業,Na
。,PERIODCATEGORY
本 章,PER
主要,D
探討,VC
矽,Na
晶圓,Na
製造業,Na
的,DE
產業,Na
發展,Nv
概況,Na
。,PERIODCATEGORY
 ,FW
 ,FW
 ,FW
「,PARENTHESISCATEGORY
矽,Na
晶圓,Na
」,PARENTHESISCATEGORY
（,PARENTHESISCATEGORY
Silicon,FW
 Wafer,FW
）,PARENTHESISCATEGORY
就,D
是,SHI
積體,Na
電路,Na
製造業,Na
使用,VC
之,DE
矽,Na
晶片,Na
，,SHI
因為,Cbb
其,Nep
形狀,Na
 ,Na
為,VG
圓形,Na
，,SHI
故,Cbb
稱為,VG
矽,Na
晶圓,Na
。,PERIODCATEGORY
矽晶,Na
圓經,VH
加工,VA
製作成,VG
各,Nes
種,Nf
電路,Na
元件,Na
結構,Na
，,COMMACATEGORY
而,Cbb
成為,VG
有,V_2
特定,A
 ,FW
電性,Na
功能,Na
之,DE
積體,Na
電路,Na
（,PARENTHESISCATEGORY
Integrated,FW
 Circuit,FW
",",COMMACATEGORY
 ,FW
IC,FW
）,PARENTHESISCATEGORY
產品,Na
，,COMMACATEGORY
如,Cbb
：,COLONCATEGORY
矽晶,Na
圓片,Na
經過,VCL
沈澱,Na
、,PAUSECATEGORY
蝕,VC
 刻,Na
、,PAUSECATEGORY
加溫,VA
、,PAUSECATEGORY
光阻,Na
處理,Na
、,PAUSECATEGORY
塗佈,VA
、,PAUSECATEGORY
顯影,Na
等,Cab
數,Na
百,Neu
道,Nf
加工,Nv
程序,Na
，,SHI
製成,VG
數十,Na
到,P
數,Na
百,Neu
顆,Nf
的,DE
積體,Na
 ,Na
電路,Na
（,PARENTHESISCATEGORY
IC,FW
）,PARENTHESISCATEGORY
，,SHI
經,P
半導體,Na
封裝,Na
與,Caa
測試,Na
工廠,Nc
完成,VG
測試,Na
、,PAUSECATEGORY
切割,Na
及,Caa
封裝,Na
後,Ng
，,PERIODCATEGORY
產生,VC
半導體,Na
成,VG
 品,Na
，,COMMACATEGORY
再,D
交由,P
電腦,Na
、,PAUSECATEGORY
主機板,Na
以及,Caa
行動,Na
電話,Na
等,Cab
各,Nes
種,Nf
不同,VH
產業,Na
之,DE
製造,Nv
業者,Na
，,COMMACATEGORY
生產,VC
各,Nes
種,Nf
消 費型,Na
電子,Na
產品,Na
，,COMMACATEGORY
矽晶圓,Na
製造業,Na
可,D
說,VC
是,SHI
影響,VC
我國,Nc
積體,Na
電路,Na
產業,Na
最,Dfa
重要,VH
的,DE
一,Neu
個,Nf
環節,Na
。,PERIODCATEGORY
 ,FW
 ,FW
 ,FW
2.1,Neu
 ,FW
產業,Na
發展,VC
沿革,VH
 ,FW
 ,FW
 ,FW
「,PARENTHESISCATEGORY
矽,Na
晶圓,Na
」,PARENTHESISCATEGORY
之,DE
原始,VH
材料,Na
是,SHI
「,PARENTHESISCATEGORY
矽,Na
」,PARENTHESISCATEGORY
，,COMMACATEGORY
是,SHI
地殼,Na
表面,Na
取,VC
之,DE
不盡,VH
、,PAUSECATEGORY
用,VC
之,DE
不竭,VH
的,DE
二氧,Na
化,VH
 矽,Na
礦石,Na
，,SHI
經由,P
電弧,Na
爐,Na
提,VC
煉,Na
、,PAUSECATEGORY
鹽酸,Na
氯化,Na
及,Caa
蒸餾,Na
處理,Na
後,Ng
，,SHI
可以,D
製成,VG
高,VH
純度,Na
的,DE
多,VH
晶矽,Na
，,SHI
 ,FW
其,Nep
純度,Na
要求,VF
達,VJ
 ,Nes
99,Neu
.,PERIODCATEGORY
999999999,Neu
％,Nf
。,PERIODCATEGORY
晶圓,Na
製造廠,Nc
就,D
是,SHI
將,P
此,Nep
多,VH
晶矽,Na
加,VC
熱,VH
融解,VH
，,COMMACATEGORY
並,Cbb
於,P
熔融,Na
 液,Na
摻入,VC
一,Neu
小粒,Na
的,DE
矽晶,Na
體晶種,Na
，,COMMACATEGORY
將,P
其,Nep
緩慢,VH
地,DE
拉出,VC
成形,VH
，,COMMACATEGORY
讓,VL
多,VH
晶矽,Na
被,P
拉成,VG
不同,VH
直徑,Na
大,VH
 ,FW
小,VH
的,DE
單晶,Na
矽晶棒,Na
，,COMMACATEGORY
因,Cbb
矽晶棒,Na
是,SHI
由,P
一,Neu
顆,Nf
小,VH
晶粒,Na
在,P
熔融態,Na
的,DE
矽,Na
原料,Na
中,Ng
逐漸,D
生成,VH
，,COMMACATEGORY
此,Nep
過,Dfa
 程,Na
稱為,VG
「,PARENTHESISCATEGORY
長晶,Na
」,PARENTHESISCATEGORY
。,PERIODCATEGORY
矽晶棒,Na
再,D
經過,VCL
切割,Na
、,PAUSECATEGORY
研磨,Nv
、,PAUSECATEGORY
拋光,VA
、,PAUSECATEGORY
切片,Na
等,Cab
加工,Nv
製程,Na
，,SHI
即可,D
成為,VG
 ,Na
積體,Na
電路,Na
產業,Na
之,DE
重要,VH
原料,Na
－,FW
「,PARENTHESISCATEGORY
矽,Na
晶圓,Na
」,PARENTHESISCATEGORY
。,PERIODCATEGORY
民國,Nd
 ,FW
85,Neu
 ,FW
年,Nf
以前,Ng
，,COMMACATEGORY
我國,Nc
積體,Na
電路,Na
製造業,Na
的,DE
矽晶圓,Na
材料,Na
供應源,Na
，,COMMACATEGORY
百分之百,Neqa
完全,D
 ,FW
由,P
國外,Nc
進口,Nv
，,COMMACATEGORY
每,Nes
年,Nf
進口,Nv
金額,Na
約,Da
達,VJ
新台幣,Na
 ,FW
60 億,Neu
元,Nf
左右,Ng
，,COMMACATEGORY
以,P
日本,LOC
為,VG
最,Dfa
主要,A
進口國,Nc
。,PERIODCATEGORY
早期,Nd
雖,Cbb
有,V_2
中美,LOC
矽晶,Na
、,PAUSECATEGORY
大同,Nb
矽晶,Na
及,Caa
