Entity,EntityIndex,Relation,RelationIndex
"['離子', '後', '一段', '處  理的步驟']","[2, 4, 7, 12]","['佈植', '有', '熱']","[3, 6, 8]"
"['快速', '）', '', '過程', '重要的步驟']","[3, 8, 11, 14, 19]","['處理', '高溫', 'RTP：Rapid Thermal Processing', '為', '成形', '一']","[2, 4, 7, 9, 13, 20]"
"['矽', '金屬']","[4, 6]","['用來', '進行', '化']","[2, 3, 5]"
"['', '高溫', '矽化之化合物與矽化', '等']","[0, 2, 10, 12]","['產生', '含', '鈦']","[3, 4, 11]"
"['構裝', '封裝']","[0, 3]","['包括', '接線']","[1, 4]"
[],[],"['增加', '導熱']","[0, 1]"
"['蝕刻', '某種材質', '晶圓表面上']","[0, 6, 10]",['移'],[11]
"['材料', '活性分子']","[5, 8]","['產生', '快速', '蝕去', '高']","[0, 2, 3, 6]"
"['晶圓', '', '上']","[0, 5, 7]","['係', '置於', '帶', '']","[1, 2, 3, 5]"
"['蝕刻', '兩種模式', '混會', '電漿', '', '反應離子', '撞擊晶圓表面']","[0, 5, 8, 13, 17, 21, 26]","['單獨', '進行', '自由基']","[6, 9, 22]"
"['化學氣相', '製程時']","[3, 6]","['進行', '沉積']","[1, 4]"
"['製程', '應', '內']","[7, 9, 11]","['導入', '受到', '嚴密', '控制', '反']","[2, 3, 4, 5, 8]"
"['金層', '  學氣相', '鎢、鋁、氮化鈦', '其他金屬', '一種熱門', '應用']","[2, 5, 15, 18, 26, 28]","['化', '沉積', '包括', '']","[3, 6, 8, 26]"
"['材質', '鋁、鈦', '其合金', '如', '般沈積', '表面']","[6, 12, 15, 17, 20, 23]","['使', '濺擊', '出來', '為', '在']","[1, 3, 4, 9, 21]"
"['金屬電漿', '物理氣相', '技術', '是最近', '出來', '沉積技術']","[2, 7, 9, 14, 17, 21]","['解離', '沉積', '電漿', '', '物理']","[0, 8, 12, 17, 18]"
"['製程', '）為', '', '容成形過程', '', '一']","[2, 10, 12, 15, 18, 21]",['電 '],[13]
"['這個', '晶圓', '在短短', '秒', '室', '到1000']","[1, 4, 8, 12, 16, 19]","['溫度', '10']","[5, 9]"
"['', '高溫', '矽化', '', '等']","[0, 2, 7, 9, 11]","['產生', '含']","[4, 5]"
['發展'],[3],"['新', '包括']","[1, 4]"
"['晶圓', '摻質', '離子束撞擊']","[0, 6, 9]","['受到', '稱為']","[2, 4]"
"['此摻質濃度', '劑量', '子束電流', '子束內之總離子數', '', '晶圓', '離', '次數', '來']","[2, 4, 10, 16, 18, 21, 23, 26, 28]","['係', '子束']","[6, 24]"
"['研磨頭', '晶圓', '研磨墊上並', '旋轉']","[0, 4, 9, 12]","['用來', '壓', '晶圓']","[2, 5, 11]"
"['製程', '製程階段中']","[0, 7]",['監控'],[1]
"['該影像', '高功能軟體', '圖案消 ']","[3, 6, 10]","['交由', '進行', ' 除']","[4, 7, 11]"
"['晶圓經過', '製程', '測試']","[3, 6, 9]","['處理', '後']","[7, 10]"
"['電子構裝發展', '尺寸', '性能、', '成本']","[4, 8, 12, 14]","['迫使', '微', '小', '高', '降低', '前進']","[0, 1, 6, 9, 13, 15]"
"['構裝', '晶片', '點']","[2, 6, 8]",['傳統'],[0]
"['技術', '凸塊', '矩陣式', '晶片面積內']","[5, 7, 9, 17]","['散入', '排列']","[1, 13]"
"['晶片', '技術', '前']","[1, 9, 11]","['決定', '採用', '散入', '構裝']","[0, 4, 5, 10]"
"['晶片', '空間', '所有的連接點']","[2, 7, 11]","['確認', '有', '足夠', '容納']","[1, 4, 5, 8]"
"['目前', '前段', '晶片', '技術規格']","[0, 4, 6, 10]","['達到', '製造']","[3, 7]"
"['圖1', '2006年', '', '技術']","[2, 6, 11, 13]","['為', '提出']","[3, 10]"
"['晶片', '面板內部']","[2, 6]",['鑲埋'],[3]
"['者', '封膠', '面板']","[1, 3, 9]","['接', '進行', '形成']","[0, 2, 8]"
"['', '（', '', '（', '', '效益（']","[4, 6, 9, 11, 14, 17]","['製造', '']","[3, 4]"
"['以期', '技術', '狀態']","[0, 6, 8]","['掌握', '先進', '發展']","[2, 3, 7]"
"['圖4', '一個人工', '晶圓的照片']","[1, 5, 10]","['為', '建構']","[2, 7]"
"['晶片', '', '載具上的位置', '偏移']","[3, 6, 16, 19]","['維持', '持取', '放置', '發生']","[2, 5, 7, 18]"
"['晶片', '精確度']","[2, 5]","['位置', '要求', '高']","[3, 6, 8]"
"['晶圓', '塑膠、矽及金屬材料']","[3, 10]","['建構', '含有']","[2, 4]"
['內部蒸氣'],[5],"['產生', '高', '壓']","[1, 2, 6]"
"['鑄模', '技術', '', '', 'Routing']","[1, 6, 17, 22, 27]","['含有', '）', '）']","[12, 16, 28]"
"['晶片', '灌膠鑄模時']","[1, 6]","['朝下', '作']","[2, 3]"
"['結構', '應力', '可靠度問題']","[7, 9, 13]","['佈線', '產生', '引發']","[3, 8, 10]"
"['四', '製程', '圖8']","[3, 5, 9]","['製造', '包含', '大']","[1, 2, 4]"
"['鑲板正面', '研磨', '銅柱']","[1, 3, 9]","['進行', '露出']","[2, 8]"
"['晶片', '鑄模及加熱等製程', '晶片位移']","[2, 9, 14]","['消除', '貼合', '引起']","[1, 4, 11]"
"['晶片', '速度', '電性設計的準確性']","[3, 6, 11]","['加速', '取放', '增加']","[2, 4, 7]"
"['圖9', '科技', '', '化量產型設備']","[1, 4, 13, 17]","['為', '製作', '']","[2, 12, 13]"
"['光阻', '', '蝕刻', '晶圓清洗', '製程']","[2, 7, 9, 15, 21]","['專注', '去除']","[0, 3]"
"['電子構裝', '尺寸', '性能、', '成本發展']","[2, 7, 11, 14]","['微', '小', '高', '降低']","[0, 5, 8, 12]"
['介紹'],[2],"['進行', '簡要']","[0, 1]"
"['晶圓製程中', '蝕刻', '蝕刻', '什麼']","[3, 6, 8, 10]","['乾', '濕']","[4, 7]"
"['蝕刻', '蝕刻與濕式蝕刻兩種']","[0, 9]",['分為'],[2]
"['蝕刻種源', '薄膜', '時']","[2, 4, 8]","['為', '攜']","[3, 6]"
"['反應後之物質', '表面', '排氣', '外部']","[3, 6, 10, 13]","['脫離', '排']","[7, 11]"
"['同時', '溫度']","[0, 5]","['為', '維持', '起見']","[1, 2, 6]"
"['蝕刻', '', '蝕刻']","[1, 4, 6]","['為', '等方', '進行']","[2, 3, 5]"
"['各種材料薄膜', '形狀加工', '圖型化作業', '光蝕刻', '工程']","[5, 10, 15, 18, 22]","['使', '進行', '稱為']","[1, 12, 16]"
"['圖型4', '5倍的光罩', '後']","[6, 11, 16]","['大小', '為', '實際', '稱為']","[2, 3, 4, 13]"
['次一晶片'],[4],"['進行', '曝光']","[0, 5]"
"['性能', '為', '', '(', ')', '', '(', ')']","[3, 7, 9, 11, 14, 16, 18, 21]","['步進機', '因素', '光源']","[1, 6, 8]"
['起見'],[6],"['獲得', '高', '解析']","[3, 4, 5]"
"['同時', '晶片表面', '作業']","[2, 6, 8]","['進行', '平坦化']","[3, 7]"
"['晶圓板上的標記與光罩上的標記兩者', '後']","[10, 12]","['對準', '進行', '曝光']","[11, 14, 15]"
"['作業', '時', '波的影響', '圖型邊源', '毛邊之外']","[1, 7, 13, 16, 22]","['用來', '曝光', '訂', '使', '殘留']","[3, 6, 9, 14, 18]"
"['32', '設備', '研究第一節半導體產業', '半導體', '市場應用面', '分為', '', '電通訊', '', '相關運用']","[0, 4, 10, 14, 19, 22, 24, 28, 31, 34]",[],[]
"['9', '半導體', ' 年', ' 年', '規模']","[1, 3, 6, 10, 13]","['1987', '半導體']","[5, 11]"
"['第一段週期', '~', '年']","[2, 5, 7]",['為'],[3]
"['其', '動能', '四吋', '吋晶圓廠後']","[0, 2, 5, 11]","['成長', '來自於', '轉換']","[1, 3, 6]"
"['這', '半導體產業', '階段']","[0, 4, 9]","['成長', '快速']","[5, 7]"
"['第二週期', '~', '年']","[1, 4, 6]",['為'],[2]
"['～', ' 年平均', '達到']","[2, 5, 8]","['使得', '成長', '率', '13.7']","[0, 6, 7, 9]"
"[' 年', '歷史', '；如同', '景氣循環']","[3, 5, 8, 12]","['高峰', '一']","[6, 10]"
"[' 年', '大衰退']","[4, 7]",['造成'],[1]
"['後市場', '年', '才恢復']","[1, 5, 8]","['經歷了', '近']","[2, 3]"
"['十二吋廠', '年', '量產']","[2, 6, 8]",['開始'],[3]
"['通訊', '消費電子的需求', '量', '下滑']","[1, 6, 8, 14]","['大', '增加', '彌補']","[7, 9, 10]"
"['市場規模', '產能', '  長']","[2, 5, 11]","['增加', '等', '例成']","[6, 8, 10]"
"['原物料', '更']","[1, 3]","['上漲', '造成', '生產', '成本變高']","[2, 4, 5, 6]"
"['圖', '】', '2007', '半導體', '成長率與']","[1, 3, 6, 8, 13]",['趨勢圖'],[14]
"['其他半導體', '業者', '資本', '上']","[1, 3, 5, 7]","['製造', '支出', '變得', '特別', '謹慎']","[2, 6, 9, 10, 11]"
"['市場', '率', '金額']","[0, 2, 7]","['成長', '趨緩', '投資', '高']","[1, 3, 5, 9]"
"['下圖', '可以', '年', '趨勢', '在1982~', '', '率']","[2, 4, 11, 13, 17, 19, 22]","['2001', '成長率']","[7, 12]"
"['％或', '', '製造', '；現', '一共有', '半導體設備供應商滿足80％']","[4, 7, 9, 13, 16, 25]","['來', '滿足', '多', '', '需求', ' 家', '']","[0, 1, 6, 7, 11, 18, 25]"
"['/', '/', '34【', '】', '~', '年', '成長率']","[2, 4, 7, 10, 18, 20, 24]",['比較'],[25]
"['因此', '', '元件大廠開始']","[0, 2, 6]","['', '增加', '委外', '以', '風險']","[2, 7, 8, 10, 12]"
"['半導體', '設備供應商', '商業模式']","[0, 3, 7]","['製造', '需要', '改變']","[1, 4, 5]"
"['幾年產業', '衰退']","[6, 9]","['抵禦', '來', '能', '利潤']","[1, 3, 8, 11]"
"['亞太市場', '半導體的消費', '年', '1,435']","[1, 5, 8, 10]","['佔', ' 億']","[2, 11]"
"['陸', '半導體', '重  地']","[4, 7, 10]","['大', '生產']","[3, 8]"
"['半導體設備', '供應商', '研發', '生產', '亞太投資']","[4, 7, 12, 14, 18]","['預見', '相關', '相關', '組裝', '轉往']","[2, 6, 11, 15, 16]"
"['市場', '成本']","[2, 5]","['接近', '降低']","[1, 4]"
"['廠', '機器', '三個月以上才', '', '產出']","[3, 6, 15, 18, 20]","['舊', '購入', '新', '新', '']","[2, 4, 5, 17, 18]"
"['35', '年', '區域', '趨勢圖']","[0, 8, 10, 12]",[],[]
"['儀器', '半導體', '積體電路的原型']","[2, 10, 21]","['快捷', '成功', '完成']","[8, 16, 17]"
"['第二次', '新']","[3, 5]","['為', '創']","[1, 4]"
"['第三代電腦', '~', ')', '電路時期']","[2, 5, 7, 12]",[],[]
"['其特點', '體積', '功能', '可靠性', '價 錢便宜、', '方便']","[1, 4, 7, 10, 16, 18]","['小', '多', '高', '使用']","[5, 8, 11, 17]"
"['半導體', '價格、更', '功能', '更', '  地', '各式', '電子產品']","[0, 6, 9, 11, 14, 17, 21]","['更低', '強大', '廣泛', '運用', '製造出']","[2, 7, 12, 13, 15]"
"['年', '會']","[2, 4]",['倍'],[7]
"['後來廣人', '「']","[3, 7]","['為', '知']","[4, 5]"
"['每', '18', '晶片', '量就可']","[0, 2, 5, 9]",['倍增'],[10]
['成本'],[1],"['生產', '降低']","[0, 4]"
"['律帶', '', '關鍵', '成本', '元件速度', '產品功能的提升']","[1, 3, 5, 8, 12, 17]","['來', '降低']","[2, 9]"
"['其', '效果']","[0, 4]","['帶', '來', '如下']","[1, 2, 5]"
"['整個半導體產業', '市場', '動  能']","[4, 6, 12]","['讓', '不斷', '有', '新']","[0, 7, 8, 9]"
"['黃光、薄膜、蝕刻', '', '晶圓', ' 程', '整片上晶片', '電子元件', '應用的電路', '製作']","[6, 8, 11, 13, 20, 26, 30, 33]","['利用', '清洗', '擴散', '製', '完成', '包括', '微小']","[0, 7, 9, 12, 16, 22, 23]"
"['晶圓', '完會', '每個', '晶片測試', '封裝']","[0, 2, 5, 9, 12]","['製作', '切割']","[1, 10]"
"[' 年', '慶祝摩爾定律40週年之際']","[2, 9]",[],[]
"['晶片性能', '成本的挑戰']","[3, 8]","['不過', '製造', '越來', '越多']","[0, 5, 9, 10]"
"['~', ' 年後失效']","[2, 6]",[],[]
"['年', '失效']","[6, 8]",['快'],[4]
"['產業鏈', '廠商', '研發', '', '或']","[2, 4, 9, 11, 13]","['相關', '都', ' 力', '新', '']","[3, 5, 8, 10, 11]"
"['圖', '是', '半導體主要', '', '演進']","[0, 2, 11, 13, 15]","['年', '來', '產品']","[8, 9, 12]"
"['圖', '】', '~', '年', '尺寸與功能']","[1, 3, 5, 7, 11]",[],[]
"['資料來源', '     二', '圖  一', '半導體', '快速']","[1, 6, 13, 15, 17]",[],[]
"['技  術', '廠商']","[1, 6]","['跑', '快']","[2, 4]"
"['其他', '量產的基礎']","[2, 6]","['面臨', '相關', '準備好']","[1, 3, 8]"
"['同時', '全球', '邊際', '和達', '經濟']","[0, 4, 8, 11, 14]","['化', '減少', '化成', '到']","[5, 7, 9, 12]"
"['這', '產業', '量的要素之一']","[0, 8, 15]","['來', '發展', '考']","[5, 7, 10]"
"['(', ')', '產業協會', '半導體', '提供一個']","[0, 2, 6, 12, 17]",['平台'],[18]
"['提供', '技術']","[1, 7]","['來', '年']","[3, 5]"
"['整個產業鏈', '半導體製造商、生產', ' 備', '和', '等', '', '參考']","[3, 9, 12, 14, 16, 18, 20]","['做為為', '包括', '相關', '設']","[0, 4, 5, 10]"
"['國際半導體技術', '圖的內容', '半導體相  關產品的技術規格', '標準']","[2, 6, 16, 18]","['包括', '了', '製造']","[7, 8, 17]"
"['其', '市場資訊', '產業研究的參  ']","[0, 4, 14]","['發表', '來', '做為', '考']","[1, 9, 10, 15]"
"['', '整', '產業鏈、供應鏈', '到企業', '鏈']","[3, 7, 15, 19, 21]","['', '包括', '個', '半導體', '價值']","[3, 5, 8, 9, 20]"
"['各主題內容從', '', '', '技術研究都定義了', '階段詳細', '和', ' 範']","[4, 6, 8, 14, 18, 20, 22]","['新', '產品', '']","[10, 11, 18]"
"['現在所有', '企業研發投資', '依據']","[4, 9, 11]","['成為', '相關', '重要']","[2, 5, 10]"
"['成員包括', '全', '半導體', '公司']","[2, 8, 10, 12]","['了', '85']","[3, 5]"
"['各種產品', '技術', '時間點']","[3, 5, 8]","['設定', '進展']","[0, 6]"
"['了', '支援活動']","[2, 6]","['包括', '相關']","[1, 3]"
"['前者', '市場', '產品']","[0, 2, 5]","['有', '動能']","[1, 4]"
"['', '圖', '產業的技術', '共識']","[2, 4, 8, 11]","['這樣', '讓', '發展', '產生']","[1, 5, 9, 10]"
"['廠商', '良性', '產業', '市場', '能']","[4, 9, 12, 14, 16]","['有效', '讓', '相關', '和', '競爭', '和', '蓬勃']","[0, 2, 3, 7, 10, 13, 17]"
"['ITRS', '']","[2, 5]","['為', '依據']","[6, 8]"
"['國際半導體技術', '圖 ', '項具體', '發現']","[2, 4, 14, 16]",[''],[14]
"['材料的研發、產品的加工', '設備的設計', '它', '益者']","[9, 14, 18, 20]","['新', '製造', '成為', '受']","[2, 10, 16, 19]"
"['圖', '】', '', '結構']","[1, 3, 5, 8]",[],[]
['晶片效能和'],[5],"['提昇', '製造', '成本']","[2, 7, 8]"
"['線', '為', '上第一層導線間距']","[0, 4, 11]","['寬', '元件']","[1, 5]"
"['公式', '製程世代', '前一代的線']","[1, 5, 11]","['為', '新', '為', '寬', '乘']","[2, 3, 6, 12, 13]"
"['其結果', '世代的晶  片性能都會', '密度配合', '', '而', '倍']","[1, 10, 15, 17, 19, 22]","['新', '', '一']","[16, 17, 21]"
"['其', '原料', '晶圓']","[0, 2, 5]","['生產', '矽']","[1, 4]"
"['所', '', '技術就', '', '製程43', '1', ',', '10', '一', '製程', '約為前一', '*']","[3, 5, 9, 11, 15, 18, 20, 22, 27, 29, 35, 37]","['生產', '', '生產', '', '半導體', '代']","[1, 5, 7, 11, 13, 36]"
"['圖', '】', 'ITRS', '定義', '來源', '【表', '】', '', '技術', '時程']","[1, 3, 5, 10, 13, 17, 19, 25, 27, 29]","[',']",[11]
"['資料來源', ' 版', '研究整理2000', '年', '2005', '   ITRS ', '時程', '一', '製程', '', '為']","[1, 5, 9, 13, 20, 24, 27, 30, 33, 36, 39]","['2000', '2001', '2007']","[15, 16, 21]"
"['其', '速率最', '製程快', '倍']","[0, 4, 10, 12]","['生產', '可以', '四']","[1, 6, 11]"
"['本上', '同比例']","[5, 8]","['製造', '成', '獲得', '降低']","[2, 3, 7, 9]"
"['產品', '晶片性能的數位訊號處理器和', '晶片']","[1, 10, 13]",['要求'],[3]
"['這', '潛力的市場']","[0, 9]","['來', '有']","[4, 6]"
"['45', '金屬導線層數', '導線間的距離']","[0, 5, 11]","['增加', '不斷', '縮小']","[6, 12, 13]"
"['另一方法', '介電常數', '電層之材料', '二氧化']","[2, 7, 15, 20]","['為', '選用', '低', '為', '介', '取代', '傳統']","[3, 4, 5, 11, 12, 17, 18]"
"['製程', '困難遠 ']","[1, 5]","['整合', '預期']","[2, 7]"
"['其研發部門', '年', 'nm', '時', '研發90', 'low-k']","[2, 5, 7, 9, 13, 18]","['銅', '製程']","[15, 16]"
"['晶圓', '基板與單結晶矽', '構造']","[2, 8, 10]","['傳統', '採']","[0, 3]"
"['相較', '', '晶圓', 'Bulk Silicon）']","[2, 5, 7, 10]",['於'],[3]
"['同時電阻與電容的增加', '功率的消耗與訊號間的交互干擾']","[5, 17]","['增加', '了']","[7, 8]"
"['其介電係數', '~', '間']","[2, 6, 8]",['為'],[4]
"['了', '市場', '者聲音']","[1, 3, 7]","['傾聽', '更多', '使用']","[2, 4, 5]"
"['晶片', '業者', '實現', '方案']","[1, 3, 6, 8]","['提供', '設計', '']","[0, 2, 6]"
"['原因', '其', ' 升產能', '二大']","[0, 2, 7, 12]","['在於', '提', '生產', '成本', '因素']","[1, 4, 9, 10, 13]"
"['八吋晶圓', '鋁', '二氧化矽', '為', '美元']","[2, 5, 8, 10, 12]",[],[]
"['其成本', '晶片', '提升']","[3, 6, 9]","['見', '降低', '優勢']","[1, 4, 10]"
"['表', '】', '~', '年', '12吋', '投產', '資料來源', '2005', '2/', '晶圓', '記憶體', '廠數', '  0  0  1  1  1  ', '(AMD', '', ')', '', '新加坡特許', 'Chartered Semiconductor', '', '', '', '', '', '', '', '', '', '', '', '', '', '']","[1, 3, 5, 7, 10, 12, 15, 17, 20, 24, 26, 28, 32, 39, 41, 46, 51, 54, 57, 59, 64, 66, 68, 70, 72, 74, 79, 81, 83, 85, 91, 96, 98]","['電子時報', 'ARM', '飛思卡爾']","[16, 44, 60]"
"['設定', '個任 務', '製造', '', '所', '', '技術於', '線上和', '新']","[2, 6, 11, 13, 15, 17, 20, 24, 27]","['', '先進', '半導體', '技術', '', '一', '製造', '方法']","[2, 9, 10, 12, 17, 26, 28, 29]"
"['技術用', '種不同', '產品']","[4, 10, 13]","['新', '生產', '各', '', '電子']","[2, 6, 7, 10, 12]"
"['43', '3', '5', '5', '10', '1', '2004', '11', '16', '1', '8', '   參', '產業', '', '半導體', '模式', '80', '垂直', '', '90', '分工']","[0, 4, 7, 10, 13, 16, 19, 22, 26, 29, 32, 36, 38, 41, 44, 48, 51, 53, 55, 57, 60]",[],[]
"['市場', '風險', '53']","[1, 4, 7]","['變動', '高']","[2, 6]"
"['研發、設計', '一顆', '功能性的IC']","[9, 12, 16]","['製造', '多']","[10, 13]"
"['產能利用率', '%', '壓力']","[5, 9, 12]","['面', '臨', '低於']","[1, 2, 6]"
"['圖', '】', '產業鏈']","[1, 3, 6]",[],[]
"['資料來源', '趨勢圖示2000', '08', '研究', '【表', '製程', '廠商']","[1, 5, 7, 9, 12, 20, 22]",[],[]
"['本研究', '2006', '36', '%', '47', '%', '%', '%28', '%   Lam  ', '46%', '50%', '   NVLS41', '55%', '49%', '%37', '%39', '二', '市場結構']","[1, 8, 11, 14, 17, 20, 23, 28, 32, 36, 40, 44, 49, 53, 57, 61, 65, 68]",['整理'],[2]
"['規劃', '提升製程', '和增加新產能']","[5, 10, 15]","['業者', '支出', '來', '能力']","[2, 7, 8, 12]"
"['企業', '整合', '晶圓', '和', '製造商45爭力', '成長同時']","[2, 11, 15, 17, 21, 24]","['追求', '競', '代工', '記憶體']","[1, 3, 16, 18]"
"['半導體', '電子產品的比重', '左右']","[0, 5, 11]","['占', '維持']","[1, 7]"
"['十二吋晶圓廠的發展', '設備業帶', '另一波的成  ']","[4, 9, 15]","['來', '長']","[10, 16]"
"['業者', '大量', '需求', '情況下']","[1, 3, 6, 12]","['產出', '增加', '跟上']","[2, 4, 9]"
